"Agriculture Year",District,Crop,"Area Growth",Unit1,"Production Growth",Unit2,"Productivity Growth",Unit3
1978-79,Kottayam,Nutmeg,-15.55,Percent,,Percent,,Percent
1978-79,Kottayam,Paddy,-13.97,Percent,-4.92,Percent,,Percent
1978-79,Kottayam,Pappaya,-17.79,Percent,,Percent,,Percent
1978-79,Kottayam,Pepper,4.3,Percent,-18.42,Percent,-21.78,Percent
1978-79,Kottayam,Pineapple,97.92,Percent,,Percent,,Percent
1978-79,Kottayam,Plantain,-4.04,Percent,-4.06,Percent,-0.01,Percent
1978-79,Kottayam,Rubber,0.95,Percent,-7.42,Percent,-8.29,Percent
1978-79,Kottayam,Tapioca,-12.23,Percent,-11.49,Percent,0.85,Percent
1978-79,Kottayam,Tea,-0.52,Percent,-22.16,Percent,-21.76,Percent
1978-79,Kottayam,Turmeric,11.43,Percent,142.04,Percent,117.23,Percent
1978-79,Kozhikode,Arecanut,2.6,Percent,6.91,Percent,,Percent
1978-79,Kozhikode,Banana,79.8,Percent,79.81,Percent,0.01,Percent
1978-79,Kozhikode,"Betel leaves",-40,Percent,6.91,Percent,78.19,Percent
1978-79,Kozhikode,Cardamom,6.14,Percent,,Percent,-5.36,Percent
1978-79,Kozhikode,Cashew,19.22,Percent,-14.36,Percent,-28.17,Percent
1978-79,Kozhikode,Cloves,-50,Percent,,Percent,,Percent
1978-79,Kozhikode,Cocoa,297.64,Percent,,Percent,,Percent
1978-79,Kozhikode,Coconut,-1.72,Percent,2.1,Percent,3.89,Percent
1978-79,Kozhikode,Coffee,0.99,Percent,1,Percent,,Percent
1978-79,Kozhikode,Ginger,5.65,Percent,16.14,Percent,9.92,Percent
1978-79,Kozhikode,Jack,11.94,Percent,11.11,Percent,-0.72,Percent
1978-79,Kozhikode,Mango,-2.31,Percent,,Percent,,Percent
1978-79,Kozhikode,Nutmeg,-76.47,Percent,,Percent,,Percent
1978-79,Kozhikode,Paddy,-0.95,Percent,7.92,Percent,,Percent
1978-79,Kozhikode,Pappaya,-8.55,Percent,,Percent,,Percent
1978-79,Kozhikode,Pepper,4.97,Percent,2.4,Percent,-2.45,Percent
1978-79,Kozhikode,Pineapple,-31.01,Percent,,Percent,,Percent
1978-79,Kozhikode,Plantain,0.26,Percent,0.23,Percent,-0.03,Percent
1978-79,Kozhikode,Rubber,1.36,Percent,-17.32,Percent,-16.02,Percent
1978-79,Kozhikode,Tapioca,-25.16,Percent,-44.21,Percent,-25.45,Percent
1978-79,Kozhikode,Tea,0.1,Percent,-8.78,Percent,-8.87,Percent
1978-79,Kozhikode,Turmeric,1.82,Percent,103.77,Percent,100,Percent
1978-79,Malappuram,Arecanut,-11.88,Percent,-13.34,Percent,,Percent
1978-79,Malappuram,Banana,42.95,Percent,44.42,Percent,1.03,Percent
1978-79,Malappuram,"Betel leaves",-8.8,Percent,-13.34,Percent,-4.98,Percent
1978-79,Malappuram,Cardamom,4.89,Percent,,Percent,-3.7,Percent
1978-79,Malappuram,Cashew,-2.35,Percent,89.57,Percent,94.14,Percent
1978-79,Malappuram,Cloves,600,Percent,,Percent,,Percent
1978-79,Malappuram,Cocoa,232.56,Percent,,Percent,,Percent
1978-79,Malappuram,Coconut,-6.82,Percent,22.56,Percent,31.52,Percent
1978-79,Malappuram,Ginger,-32.09,Percent,-3.98,Percent,41.44,Percent
1978-79,Malappuram,Jack,-13.23,Percent,-41.03,Percent,-32.04,Percent
1978-79,Malappuram,Mango,-10.75,Percent,,Percent,,Percent
1978-79,Malappuram,Nutmeg,514.29,Percent,,Percent,,Percent
1978-79,Malappuram,Paddy,-7.85,Percent,-1.65,Percent,,Percent
1978-79,Malappuram,Pappaya,-23.83,Percent,,Percent,,Percent
1978-79,Malappuram,Pepper,-8.52,Percent,2.62,Percent,12.21,Percent
1978-79,Malappuram,Pineapple,-41.47,Percent,,Percent,,Percent
1978-79,Malappuram,Plantain,-27.22,Percent,-27.24,Percent,-0.04,Percent
1978-79,Malappuram,Rubber,0.31,Percent,-10.92,Percent,-11.22,Percent
1978-79,Malappuram,Tapioca,-20.68,Percent,-16.66,Percent,-89.49,Percent
1978-79,Malappuram,Tea,,Percent,-40.94,Percent,-40.96,Percent
1978-79,Malappuram,Turmeric,-32.5,Percent,31.25,Percent,94.5,Percent
1978-79,Palakkad,Arecanut,21.24,Percent,29.64,Percent,,Percent
1978-79,Palakkad,Banana,49.24,Percent,49.19,Percent,-0.03,Percent
1978-79,Palakkad,"Betel leaves",-73.33,Percent,29.64,Percent,386.15,Percent
1978-79,Palakkad,Cardamom,6.05,Percent,,Percent,-5.36,Percent
1978-79,Palakkad,Cashew,-2.61,Percent,318.44,Percent,329.69,Percent
1978-79,Palakkad,Cloves,200,Percent,,Percent,,Percent
1978-79,Palakkad,Cocoa,20.79,Percent,,Percent,,Percent
1978-79,Palakkad,Coconut,4.39,Percent,14.52,Percent,9.71,Percent
1978-79,Palakkad,Coffee,0.97,Percent,1.01,Percent,,Percent
1978-79,Palakkad,Ginger,1.86,Percent,5.78,Percent,3.79,Percent
1978-79,Palakkad,Jack,-29.96,Percent,-32,Percent,-2.9,Percent
1978-79,Palakkad,Mango,-4.14,Percent,,Percent,,Percent
1978-79,Palakkad,Nutmeg,276.47,Percent,,Percent,,Percent
1978-79,Palakkad,Paddy,1.46,Percent,-3.25,Percent,,Percent
1978-79,Palakkad,Pappaya,-23.56,Percent,,Percent,,Percent
1978-79,Palakkad,Pepper,8.51,Percent,98.73,Percent,82.68,Percent
1978-79,Palakkad,Pineapple,-41.89,Percent,,Percent,,Percent
1978-79,Palakkad,Plantain,2.79,Percent,2.81,Percent,0.02,Percent
1978-79,Palakkad,Rubber,2.43,Percent,-8.51,Percent,-10.72,Percent
1978-79,Palakkad,Tapioca,24.74,Percent,27.48,Percent,4.19,Percent
1978-79,Palakkad,Tea,,Percent,-3.96,Percent,-3.96,Percent
1978-79,Palakkad,Turmeric,-30.58,Percent,47.83,Percent,113.03,Percent
1978-79,Thiruvananthapuram,Arecanut,2.65,Percent,-5.96,Percent,,Percent
1978-79,Thiruvananthapuram,Banana,16.6,Percent,16.62,Percent,0.02,Percent
1978-79,Thiruvananthapuram,"Betel leaves",-14.29,Percent,-5.96,Percent,9.71,Percent
1978-79,Thiruvananthapuram,Cardamom,7.32,Percent,,Percent,-7.27,Percent
1978-79,Thiruvananthapuram,Cashew,13.6,Percent,-24.22,Percent,16066.67,Percent
1978-79,Thiruvananthapuram,Cloves,62.22,Percent,,Percent,,Percent
1978-79,Thiruvananthapuram,Cocoa,248.68,Percent,,Percent,,Percent
1978-79,Thiruvananthapuram,Coconut,-4,Percent,15.31,Percent,20.11,Percent
1978-79,Thiruvananthapuram,Coffee,,Percent,,Percent,,Percent
1978-79,Thiruvananthapuram,Ginger,30.93,Percent,35.96,Percent,3.83,Percent
1978-79,Thiruvananthapuram,Jack,1.84,Percent,,Percent,-1.82,Percent
1978-79,Thiruvananthapuram,Mango,6.18,Percent,,Percent,,Percent
1978-79,Thiruvananthapuram,Nutmeg,63.16,Percent,,Percent,,Percent
1978-79,Thiruvananthapuram,Paddy,-4.2,Percent,7.88,Percent,,Percent
1978-79,Thiruvananthapuram,Pappaya,45.18,Percent,,Percent,,Percent
1978-79,Thiruvananthapuram,Pepper,5.63,Percent,26.04,Percent,19.28,Percent
1978-79,Thiruvananthapuram,Pineapple,63.3,Percent,,Percent,,Percent
1978-79,Thiruvananthapuram,Plantain,29.96,Percent,30.01,Percent,0.03,Percent
1978-79,Thiruvananthapuram,Rubber,1.52,Percent,-1.67,Percent,-3.12,Percent
1978-79,Thiruvananthapuram,Tapioca,10.12,Percent,14.27,Percent,3.77,Percent
1978-79,Thiruvananthapuram,Tea,0.09,Percent,-11.8,Percent,-11.85,Percent
1978-79,Thiruvananthapuram,Turmeric,36.36,Percent,163.64,Percent,93.3,Percent
1978-79,Thrissur,Arecanut,-2.12,Percent,-2.1,Percent,,Percent
1978-79,Thrissur,Banana,32.33,Percent,32.33,Percent,,Percent
1978-79,Thrissur,"Betel leaves",30.91,Percent,-2.1,Percent,-25.21,Percent
1978-79,Thrissur,Cardamom,,Percent,,Percent,,Percent
1978-79,Thrissur,Cashew,19.92,Percent,-44.2,Percent,-53.47,Percent
1978-79,Thrissur,Cloves,-12.5,Percent,,Percent,,Percent
1978-79,Thrissur,Cocoa,108.05,Percent,,Percent,,Percent
1978-79,Thrissur,Coconut,2.11,Percent,7.07,Percent,4.85,Percent
1978-79,Thrissur,Coffee,,Percent,,Percent,,Percent
1978-79,Thrissur,Ginger,27.1,Percent,32.26,Percent,4.1,Percent
1978-79,Thrissur,Jack,-14.14,Percent,-15.79,Percent,-1.91,Percent
1978-79,Thrissur,Mango,11.76,Percent,,Percent,,Percent
1978-79,Thrissur,Nutmeg,-7.48,Percent,,Percent,,Percent
1978-79,Thrissur,Paddy,-3.32,Percent,6.16,Percent,,Percent
1978-79,Thrissur,Pappaya,-19.58,Percent,,Percent,,Percent
1978-79,Thrissur,Pepper,13.19,Percent,44.53,Percent,27.65,Percent
1978-79,Thrissur,Pineapple,1.03,Percent,,Percent,,Percent
1978-79,Thrissur,Plantain,-12.27,Percent,-12.23,Percent,0.04,Percent
1978-79,Thrissur,Rubber,0.03,Percent,0.41,Percent,0.44,Percent
1978-79,Thrissur,Tapioca,14.07,Percent,-18.93,Percent,-28.93,Percent
1978-79,Thrissur,Tea,,Percent,2.47,Percent,2.48,Percent
1978-79,Thrissur,Turmeric,18.87,Percent,49.41,Percent,25.69,Percent
1979-80,Alappuzha,Arecanut,-6.49,Percent,18.73,Percent,,Percent
1979-80,Alappuzha,Banana,9.5,Percent,9.5,Percent,0.01,Percent
1979-80,Alappuzha,"Betel leaves",-13.68,Percent,18.73,Percent,37.58,Percent
1979-80,Alappuzha,Cashew,18.25,Percent,-26.45,Percent,-37.8,Percent
1979-80,Alappuzha,Cloves,-16.67,Percent,,Percent,,Percent
1979-80,Alappuzha,Cocoa,79.14,Percent,,Percent,,Percent
1979-80,Alappuzha,Coconut,1.77,Percent,-6.02,Percent,-7.65,Percent
1979-80,Alappuzha,Coffee,231.58,Percent,328.57,Percent,29.35,Percent
1979-80,Alappuzha,Ginger,-22.99,Percent,-22.92,Percent,0.08,Percent
1979-80,Alappuzha,Jack,-5.23,Percent,,Percent,5.5,Percent
1979-80,Alappuzha,Mango,0.79,Percent,,Percent,-0.79,Percent
1979-80,Alappuzha,Nutmeg,-18.24,Percent,,Percent,,Percent
1979-80,Alappuzha,Paddy,6.04,Percent,11.59,Percent,,Percent
1979-80,Alappuzha,Pappaya,-13.73,Percent,,Percent,,Percent
1979-80,Alappuzha,Pepper,-2.62,Percent,12.03,Percent,14.98,Percent
1979-80,Alappuzha,Pineapple,-10.14,Percent,,Percent,,Percent
1979-80,Alappuzha,Plantain,-7.88,Percent,-73,Percent,-70.69,Percent
1979-80,Alappuzha,Rubber,4,Percent,55.32,Percent,49.55,Percent
1979-80,Alappuzha,Tapioca,-7.67,Percent,-2.33,Percent,5.78,Percent
1979-80,Alappuzha,Turmeric,-43.24,Percent,-43.06,Percent,0.31,Percent
1979-80,Ernakulam,Arecanut,-6.31,Percent,10.63,Percent,,Percent
1979-80,Ernakulam,Banana,-22.86,Percent,-22.86,Percent,,Percent
1979-80,Ernakulam,"Betel leaves",43.16,Percent,10.63,Percent,-22.73,Percent
1979-80,Ernakulam,Cashew,-5.88,Percent,-26.7,Percent,-22.11,Percent
1979-80,Ernakulam,Cloves,-16.67,Percent,,Percent,,Percent
1979-80,Ernakulam,Cocoa,50.88,Percent,,Percent,,Percent
1979-80,Ernakulam,Coconut,0.93,Percent,-5.17,Percent,-6.04,Percent
1979-80,Ernakulam,Coffee,-1.15,Percent,93.94,Percent,96.31,Percent
1979-80,Ernakulam,Ginger,23.28,Percent,15.44,Percent,-6.35,Percent
1979-80,Ernakulam,Jack,-6.39,Percent,-8.7,Percent,-2.46,Percent
1979-80,Ernakulam,Mango,-16.83,Percent,,Percent,20.24,Percent
1979-80,Ernakulam,Nutmeg,-16.61,Percent,,Percent,,Percent
1979-80,Ernakulam,Paddy,0.99,Percent,-2.6,Percent,,Percent
1979-80,Ernakulam,Pappaya,37.5,Percent,,Percent,,Percent
1979-80,Ernakulam,Pepper,-8.87,Percent,40.87,Percent,54.55,Percent
1979-80,Ernakulam,Pineapple,-3.47,Percent,,Percent,,Percent
1979-80,Ernakulam,Plantain,-20.35,Percent,-77.13,Percent,-71.29,Percent
1979-80,Ernakulam,Rubber,0.83,Percent,18.65,Percent,17.72,Percent
1979-80,Ernakulam,Tapioca,-8.75,Percent,14.97,Percent,25.99,Percent
1979-80,Ernakulam,Tea,,Percent,,Percent,,Percent
1979-80,Ernakulam,Turmeric,6.59,Percent,6.61,Percent,,Percent
1979-80,Idukki,Arecanut,48.39,Percent,12.5,Percent,,Percent
1979-80,Idukki,Banana,19.89,Percent,19.9,Percent,0.02,Percent
1979-80,Idukki,"Betel leaves",14.29,Percent,12.5,Percent,-1.56,Percent
1979-80,Idukki,Cardamom,-1.8,Percent,14.35,Percent,-87.4,Percent
1979-80,Idukki,Cashew,18.96,Percent,191.14,Percent,144.66,Percent
1979-80,Idukki,Cloves,16.67,Percent,,Percent,,Percent
1979-80,Idukki,Cocoa,156.54,Percent,,Percent,,Percent
1979-80,Idukki,Coconut,8.73,Percent,47.06,Percent,35.24,Percent
1979-80,Idukki,Coffee,11.93,Percent,114.69,Percent,91.78,Percent
1979-80,Idukki,Ginger,2.76,Percent,3.79,Percent,0.97,Percent
1979-80,Idukki,Jack,15.31,Percent,14.29,Percent,-0.89,Percent
1979-80,Idukki,Mango,-34.95,Percent,,Percent,53.67,Percent
1979-80,Idukki,Nutmeg,13.79,Percent,,Percent,,Percent
1979-80,Idukki,Paddy,-11.39,Percent,-4.99,Percent,,Percent
1979-80,Idukki,Pappaya,-24.9,Percent,,Percent,,Percent
1979-80,Idukki,Pepper,-9.85,Percent,35.18,Percent,50,Percent
1979-80,Idukki,Pineapple,5.88,Percent,,Percent,,Percent
1979-80,Idukki,Plantain,-16.37,Percent,-67.48,Percent,-61.12,Percent
1979-80,Idukki,Rubber,1.69,Percent,6.15,Percent,4.36,Percent
1979-80,Idukki,Tapioca,17.06,Percent,54.07,Percent,31.61,Percent
1979-80,Idukki,Tea,0.3,Percent,14.55,Percent,14.2,Percent
1979-80,Idukki,Turmeric,-34.18,Percent,-34.01,Percent,0.28,Percent
1979-80,Kannur,Arecanut,-0.52,Percent,-14.83,Percent,,Percent
1979-80,Kannur,Banana,-0.73,Percent,-0.73,Percent,,Percent
1979-80,Kannur,"Betel leaves",-5,Percent,-14.83,Percent,-10.35,Percent
1979-80,Kannur,Cardamom,-8.59,Percent,5.48,Percent,15.09,Percent
1979-80,Kannur,Cashew,8.56,Percent,20.61,Percent,11.09,Percent
1979-80,Kannur,Cocoa,4.51,Percent,,Percent,,Percent
1979-80,Kannur,Coconut,-9.86,Percent,-21.31,Percent,-12.71,Percent
1979-80,Kannur,Coffee,8.08,Percent,1.08,Percent,-6.55,Percent
1979-80,Kannur,Ginger,28.97,Percent,30.27,Percent,1,Percent
1979-80,Kannur,Jack,13.9,Percent,16.22,Percent,2.05,Percent
1979-80,Kannur,Mango,8.15,Percent,900.16,Percent,824.57,Percent
1979-80,Kannur,Nutmeg,16.95,Percent,,Percent,,Percent
1979-80,Kannur,Paddy,0.92,Percent,7.24,Percent,,Percent
1979-80,Kannur,Pappaya,11.42,Percent,,Percent,,Percent
1979-80,Kannur,Pepper,5.03,Percent,-10.77,Percent,-15.04,Percent
1979-80,Kannur,Pineapple,3.63,Percent,,Percent,,Percent
1979-80,Kannur,Plantain,-44.3,Percent,-69.88,Percent,-45.93,Percent
1979-80,Kannur,Rubber,1.65,Percent,27.72,Percent,25.51,Percent
1979-80,Kannur,Tapioca,-21.9,Percent,-24.22,Percent,-2.97,Percent
1979-80,Kannur,Tea,,Percent,3.11,Percent,3.09,Percent
1979-80,Kannur,Turmeric,8.86,Percent,4.56,Percent,-3.94,Percent
1979-80,Kollam,Arecanut,-17.85,Percent,-25.62,Percent,,Percent
1979-80,Kollam,Banana,28.43,Percent,28.4,Percent,-0.03,Percent
1979-80,Kollam,"Betel leaves",-6.99,Percent,-25.62,Percent,-20.03,Percent
1979-80,Kollam,Cardamom,-6.88,Percent,12.5,Percent,20,Percent
1979-80,Kollam,Cashew,-9.02,Percent,2.94,Percent,13.14,Percent
1979-80,Kollam,Cloves,-13.24,Percent,,Percent,,Percent
1979-80,Kollam,Cocoa,12.88,Percent,,Percent,,Percent
1979-80,Kollam,Coconut,3.82,Percent,3.1,Percent,-0.71,Percent
1979-80,Kollam,Coffee,246.79,Percent,587.8,Percent,98.4,Percent
1979-80,Kollam,Ginger,15.52,Percent,8.55,Percent,-6.02,Percent
1979-80,Kollam,Jack,-11.25,Percent,-11.54,Percent,-0.32,Percent
1979-80,Kollam,Mango,-4.69,Percent,,Percent,4.93,Percent
1979-80,Kollam,Nutmeg,-13.84,Percent,,Percent,,Percent
1979-80,Kollam,Paddy,-1.81,Percent,-0.63,Percent,,Percent
1979-80,Kollam,Pappaya,1.12,Percent,,Percent,,Percent
1979-80,Kollam,Pepper,-5.73,Percent,15.91,Percent,22.97,Percent
1979-80,Kollam,Pineapple,-0.45,Percent,,Percent,,Percent
1979-80,Kollam,Plantain,-18.85,Percent,-72.28,Percent,-65.85,Percent
1979-80,Kollam,Rubber,-0.74,Percent,2.46,Percent,3.19,Percent
1979-80,Kollam,Tapioca,-5.52,Percent,4.26,Percent,10.34,Percent
1979-80,Kollam,Tea,0.25,Percent,14.13,Percent,13.93,Percent
1979-80,Kollam,Turmeric,21.7,Percent,21.5,Percent,-0.16,Percent
1979-80,Kottayam,Arecanut,-4.3,Percent,6.92,Percent,,Percent
1979-80,Kottayam,Banana,-33.86,Percent,-33.2,Percent,1,Percent
1979-80,Kottayam,"Betel leaves",-1.69,Percent,6.92,Percent,8.76,Percent
1979-80,Kottayam,Cashew,15.81,Percent,106.68,Percent,78.48,Percent
1979-80,Kottayam,Cloves,17.98,Percent,,Percent,,Percent
1979-80,Kottayam,Cocoa,63.07,Percent,,Percent,,Percent
1979-80,Kottayam,Coconut,-7.81,Percent,-1.05,Percent,7.33,Percent
1979-80,Kottayam,Coffee,-27.96,Percent,42.58,Percent,97.88,Percent
1979-80,Kottayam,Ginger,2.79,Percent,0.75,Percent,-1.99,Percent
1979-80,Kottayam,Jack,-12.17,Percent,-11.11,Percent,1.19,Percent
1979-80,Kottayam,Mango,15.58,Percent,,Percent,-13.48,Percent
1979-80,Kottayam,Nutmeg,17.74,Percent,,Percent,,Percent
1979-80,Kottayam,Paddy,-12.05,Percent,-5.88,Percent,,Percent
1979-80,Kottayam,Pappaya,-8.86,Percent,,Percent,,Percent
1979-80,Kottayam,Pepper,-6.47,Percent,29,Percent,37.97,Percent
1979-80,Kottayam,Pineapple,0.35,Percent,,Percent,,Percent
1979-80,Kottayam,Plantain,-7.75,Percent,-69.09,Percent,-66.49,Percent
1979-80,Kottayam,Rubber,-0.23,Percent,9.9,Percent,10.26,Percent
1979-80,Kottayam,Tapioca,-10.91,Percent,7.47,Percent,20.64,Percent
1979-80,Kottayam,Tea,-2.03,Percent,-26.18,Percent,-24.65,Percent
1979-80,Kottayam,Turmeric,-5.47,Percent,-4.47,Percent,1.02,Percent
1979-80,Kozhikode,Arecanut,2.09,Percent,19.2,Percent,,Percent
1979-80,Kozhikode,Banana,2.88,Percent,2.87,Percent,,Percent
1979-80,Kozhikode,"Betel leaves",-10,Percent,19.2,Percent,32.44,Percent
1979-80,Kozhikode,Cardamom,-5.75,Percent,10.05,Percent,15.09,Percent
1979-80,Kozhikode,Cashew,-0.67,Percent,-37.42,Percent,-37,Percent
1979-80,Kozhikode,Cloves,,Percent,,Percent,,Percent
1979-80,Kozhikode,Cocoa,67.71,Percent,,Percent,,Percent
1979-80,Kozhikode,Coconut,6.09,Percent,-6.92,Percent,-12.26,Percent
1979-80,Kozhikode,Coffee,8.08,Percent,1.09,Percent,-6.55,Percent
1979-80,Kozhikode,Ginger,15.3,Percent,15.3,Percent,,Percent
1979-80,Kozhikode,Jack,2.67,Percent,2.5,Percent,-0.18,Percent
1979-80,Kozhikode,Mango,-7.49,Percent,,Percent,8.1,Percent
1979-80,Kozhikode,Nutmeg,-25,Percent,,Percent,,Percent
1979-80,Kozhikode,Paddy,-6.42,Percent,-16.84,Percent,,Percent
1979-80,Kozhikode,Pappaya,-8.54,Percent,,Percent,,Percent
1979-80,Kozhikode,Pepper,8.24,Percent,24.18,Percent,14.73,Percent
1979-80,Kozhikode,Pineapple,-13.88,Percent,,Percent,,Percent
1979-80,Kozhikode,Plantain,-7.87,Percent,-73.31,Percent,-71.04,Percent
1979-80,Kozhikode,Rubber,0.69,Percent,10.68,Percent,9.81,Percent
1979-80,Kozhikode,Tapioca,-15.46,Percent,-1.97,Percent,15.95,Percent
1979-80,Kozhikode,Tea,,Percent,2.44,Percent,2.43,Percent
1979-80,Kozhikode,Turmeric,18.49,Percent,39.92,Percent,18.12,Percent
1979-80,Malappuram,Arecanut,2.13,Percent,11.19,Percent,,Percent
1979-80,Malappuram,Banana,7.55,Percent,11.19,Percent,3.38,Percent
1979-80,Malappuram,"Betel leaves",11.7,Percent,11.19,Percent,-0.45,Percent
1979-80,Malappuram,Cardamom,-4.66,Percent,10,Percent,15.38,Percent
1979-80,Malappuram,Cashew,-6.44,Percent,-52.11,Percent,-48.81,Percent
1979-80,Malappuram,Cloves,200,Percent,,Percent,,Percent
1979-80,Malappuram,Cocoa,169.23,Percent,,Percent,,Percent
1979-80,Malappuram,Coconut,-1.79,Percent,-8.9,Percent,-7.24,Percent
1979-80,Malappuram,Coffee,-94.38,Percent,-95.79,Percent,-25.09,Percent
1979-80,Malappuram,Ginger,6.64,Percent,4.45,Percent,-2.07,Percent
1979-80,Malappuram,Jack,-6.52,Percent,-4.35,Percent,2.32,Percent
1979-80,Malappuram,Mango,-6.07,Percent,,Percent,6.46,Percent
1979-80,Malappuram,Nutmeg,195.35,Percent,,Percent,,Percent
1979-80,Malappuram,Paddy,-1.6,Percent,-4.71,Percent,,Percent
1979-80,Malappuram,Pappaya,5.67,Percent,,Percent,,Percent
1979-80,Malappuram,Pepper,-1.18,Percent,41.28,Percent,43.01,Percent
1979-80,Malappuram,Pineapple,12.56,Percent,,Percent,,Percent
1979-80,Malappuram,Plantain,-18.82,Percent,-75.64,Percent,-69.99,Percent
1979-80,Malappuram,Rubber,1.39,Percent,5.78,Percent,4.33,Percent
1979-80,Malappuram,Tapioca,-16.59,Percent,-10.7,Percent,7.07,Percent
1979-80,Malappuram,Tea,,Percent,-45.33,Percent,-45.24,Percent
1979-80,Malappuram,Turmeric,-11.11,Percent,-13.49,Percent,-2.7,Percent
1979-80,Palakkad,Arecanut,6.43,Percent,-3.58,Percent,,Percent
1979-80,Palakkad,Banana,-3.3,Percent,-6.2,Percent,-3,Percent
1979-80,Palakkad,"Betel leaves",100,Percent,-3.58,Percent,-51.79,Percent
1979-80,Palakkad,Cardamom,-2.46,Percent,13.47,Percent,15.09,Percent
1979-80,Palakkad,Cashew,-0.63,Percent,-85.29,Percent,-85.19,Percent
1979-80,Palakkad,Cloves,,Percent,,Percent,,Percent
1979-80,Palakkad,Cocoa,132.79,Percent,,Percent,,Percent
1979-80,Palakkad,Coconut,10.2,Percent,2.82,Percent,-6.71,Percent
1979-80,Palakkad,Coffee,36.47,Percent,-39.74,Percent,-55.83,Percent
1979-80,Palakkad,Ginger,-11.36,Percent,-11.41,Percent,-0.06,Percent
1979-80,Palakkad,Jack,4.28,Percent,5.88,Percent,1.53,Percent
1979-80,Palakkad,Mango,9.97,Percent,,Percent,-9.08,Percent
1979-80,Palakkad,Nutmeg,-7.81,Percent,,Percent,,Percent
1979-80,Palakkad,Paddy,2.49,Percent,9.23,Percent,,Percent
1979-80,Palakkad,Pappaya,5.26,Percent,,Percent,,Percent
1979-80,Palakkad,Pepper,8.8,Percent,-37.26,Percent,-42.24,Percent
1979-80,Palakkad,Pineapple,1.3,Percent,,Percent,,Percent
1979-80,Palakkad,Plantain,32.36,Percent,-79.49,Percent,-84.51,Percent
1979-80,Palakkad,Rubber,0.27,Percent,-2.81,Percent,-3.11,Percent
1979-80,Palakkad,Tapioca,-20.83,Percent,-18.44,Percent,1.05,Percent
1979-80,Palakkad,Tea,0.45,Percent,-2.17,Percent,-2.63,Percent
1979-80,Palakkad,Turmeric,63.69,Percent,63.97,Percent,0.19,Percent
1979-80,Thiruvananthapuram,Arecanut,-3.56,Percent,-7.99,Percent,,Percent
1979-80,Thiruvananthapuram,Banana,15.12,Percent,9.04,Percent,-5.28,Percent
1979-80,Thiruvananthapuram,"Betel leaves",34.92,Percent,-7.99,Percent,-31.79,Percent
1979-80,Thiruvananthapuram,Cardamom,-6.82,Percent,11.11,Percent,19.61,Percent
1979-80,Thiruvananthapuram,Cashew,-3.15,Percent,1.65,Percent,4.95,Percent
1979-80,Thiruvananthapuram,Cloves,23.29,Percent,,Percent,,Percent
1979-80,Thiruvananthapuram,Cocoa,84.15,Percent,,Percent,,Percent
1979-80,Thiruvananthapuram,Coconut,0.98,Percent,-5.15,Percent,-6.06,Percent
1979-80,Thiruvananthapuram,Coffee,,Percent,100,Percent,100,Percent
1979-80,Thiruvananthapuram,Ginger,-5.51,Percent,-5.48,Percent,0.04,Percent
1979-80,Thiruvananthapuram,Jack,-6.49,Percent,-7.69,Percent,-1.28,Percent
1979-80,Thiruvananthapuram,Mango,-4.09,Percent,0.71,Percent,5,Percent
1979-80,Thiruvananthapuram,Nutmeg,22.58,Percent,,Percent,,Percent
1979-80,Thiruvananthapuram,Paddy,-1.56,Percent,-8.5,Percent,,Percent
1979-80,Thiruvananthapuram,Pappaya,-14.53,Percent,,Percent,,Percent
1979-80,Thiruvananthapuram,Pepper,-9.63,Percent,12.42,Percent,24.44,Percent
1979-80,Thiruvananthapuram,Pineapple,-12.17,Percent,,Percent,,Percent
1979-80,Thiruvananthapuram,Plantain,6.91,Percent,-52.71,Percent,-55.77,Percent
1979-80,Thiruvananthapuram,Rubber,1.14,Percent,12.27,Percent,10.95,Percent
1979-80,Thiruvananthapuram,Tapioca,-11.53,Percent,4.55,Percent,18.18,Percent
1979-80,Thiruvananthapuram,Tea,,Percent,-15.6,Percent,-15.62,Percent
1979-80,Thiruvananthapuram,Turmeric,100,Percent,103.45,Percent,1.76,Percent
1979-80,Thrissur,Arecanut,-10.05,Percent,-6.1,Percent,,Percent
1979-80,Thrissur,Banana,-4.5,Percent,-4.5,Percent,,Percent
1979-80,Thrissur,"Betel leaves",18.06,Percent,-6.1,Percent,-20.46,Percent
1979-80,Thrissur,Cashew,-3.21,Percent,-6.02,Percent,-2.91,Percent
1979-80,Thrissur,Cloves,28.57,Percent,,Percent,,Percent
1979-80,Thrissur,Cocoa,12.11,Percent,,Percent,,Percent
1979-80,Thrissur,Coconut,5.64,Percent,-2.1,Percent,-7.32,Percent
1979-80,Thrissur,Coffee,,Percent,108.33,Percent,108.24,Percent
1979-80,Thrissur,Ginger,-3.05,Percent,-3.41,Percent,-0.38,Percent
1979-80,Thrissur,Jack,-6.5,Percent,-6.25,Percent,0.26,Percent
1979-80,Thrissur,Mango,-14.08,Percent,,Percent,16.39,Percent
1979-80,Thrissur,Nutmeg,23.16,Percent,,Percent,,Percent
1979-80,Thrissur,Paddy,-4.43,Percent,0.96,Percent,,Percent
1979-80,Thrissur,Pappaya,-11.12,Percent,,Percent,,Percent
1979-80,Thrissur,Pepper,5.67,Percent,-43.5,Percent,-46.57,Percent
1979-80,Thrissur,Pineapple,-1.02,Percent,,Percent,,Percent
